_comparatorDate,_labourCategory,_previousMonth,_previousYear,Age group,Date,Labour force characteristics,Sex,_valueConnector,Value
March 2013,F,2014-02-01,2013-03-01,25 to 54 years,2014-03-01,Unemployment Rate,Females,5,5
April 2013,F,2014-03-01,2013-04-01,25 to 54 years,2014-04-01,Unemployment Rate,Females,4.5,4.5
May 2013,F,2014-04-01,2013-05-01,25 to 54 years,2014-05-01,Unemployment Rate,Females,4.4,4.4
June 2013,F,2014-05-01,2013-06-01,25 to 54 years,2014-06-01,Unemployment Rate,Females,4.1,4.1
July 2013,F,2014-06-01,2013-07-01,25 to 54 years,2014-07-01,Unemployment Rate,Females,4.6,4.6
August 2013,F,2014-07-01,2013-08-01,25 to 54 years,2014-08-01,Unemployment Rate,Females,5.6,5.6
September 2013,F,2014-08-01,2013-09-01,25 to 54 years,2014-09-01,Unemployment Rate,Females,5.8,5.8
October 2013,F,2014-09-01,2013-10-01,25 to 54 years,2014-10-01,Unemployment Rate,Females,5,5
November 2013,F,2014-10-01,2013-11-01,25 to 54 years,2014-11-01,Unemployment Rate,Females,4.2,4.2
December 2013,F,2014-11-01,2013-12-01,25 to 54 years,2014-12-01,Unemployment Rate,Females,3.9,3.9
January 2014,F,2014-12-01,2014-01-01,25 to 54 years,2015-01-01,Unemployment Rate,Females,4.4,4.4
February 2014,F,2015-01-01,2014-02-01,25 to 54 years,2015-02-01,Unemployment Rate,Females,4.7,4.7
March 2014,F,2015-02-01,2014-03-01,25 to 54 years,2015-03-01,Unemployment Rate,Females,4.8,4.8
April 2014,F,2015-03-01,2014-04-01,25 to 54 years,2015-04-01,Unemployment Rate,Females,4.8,4.8
May 2014,F,2015-04-01,2014-05-01,25 to 54 years,2015-05-01,Unemployment Rate,Females,5.3,5.3
June 2014,F,2015-05-01,2014-06-01,25 to 54 years,2015-06-01,Unemployment Rate,Females,5.4,5.4
July 2014,F,2015-06-01,2014-07-01,25 to 54 years,2015-07-01,Unemployment Rate,Females,5.4,5.4
August 2014,F,2015-07-01,2014-08-01,25 to 54 years,2015-08-01,Unemployment Rate,Females,5.1,5.1
September 2014,F,2015-08-01,2014-09-01,25 to 54 years,2015-09-01,Unemployment Rate,Females,5.2,5.2
October 2014,F,2015-09-01,2014-10-01,25 to 54 years,2015-10-01,Unemployment Rate,Females,5.2,5.2
November 2014,F,2015-10-01,2014-11-01,25 to 54 years,2015-11-01,Unemployment Rate,Females,5.4,5.4
December 2014,F,2015-11-01,2014-12-01,25 to 54 years,2015-12-01,Unemployment Rate,Females,5.4,5.4
January 2015,F,2015-12-01,2015-01-01,25 to 54 years,2016-01-01,Unemployment Rate,Females,5.5,5.5
February 2015,F,2016-01-01,2015-02-01,25 to 54 years,2016-02-01,Unemployment Rate,Females,5.4,5.4
March 2015,F,2016-02-01,2015-03-01,25 to 54 years,2016-03-01,Unemployment Rate,Females,5.5,5.5
April 2015,F,2016-03-01,2015-04-01,25 to 54 years,2016-04-01,Unemployment Rate,Females,5,5
May 2015,F,2016-04-01,2015-05-01,25 to 54 years,2016-05-01,Unemployment Rate,Females,4.3,4.3
June 2015,F,2016-05-01,2015-06-01,25 to 54 years,2016-06-01,Unemployment Rate,Females,3.6,3.6
July 2015,F,2016-06-01,2015-07-01,25 to 54 years,2016-07-01,Unemployment Rate,Females,3.9,3.9
August 2015,F,2016-07-01,2015-08-01,25 to 54 years,2016-08-01,Unemployment Rate,Females,4.5,4.5
September 2015,F,2016-08-01,2015-09-01,25 to 54 years,2016-09-01,Unemployment Rate,Females,4.4,4.4
October 2015,F,2016-09-01,2015-10-01,25 to 54 years,2016-10-01,Unemployment Rate,Females,3.8,3.8
November 2015,F,2016-10-01,2015-11-01,25 to 54 years,2016-11-01,Unemployment Rate,Females,3,3
December 2015,F,2016-11-01,2015-12-01,25 to 54 years,2016-12-01,Unemployment Rate,Females,3.1,3.1
January 2016,F,2016-12-01,2016-01-01,25 to 54 years,2017-01-01,Unemployment Rate,Females,3.1,3.1
February 2016,F,2017-01-01,2016-02-01,25 to 54 years,2017-02-01,Unemployment Rate,Females,3.5,3.5
March 2016,F,2017-02-01,2016-03-01,25 to 54 years,2017-03-01,Unemployment Rate,Females,3.7,3.7
April 2016,F,2017-03-01,2016-04-01,25 to 54 years,2017-04-01,Unemployment Rate,Females,4.2,4.2
May 2016,F,2017-04-01,2016-05-01,25 to 54 years,2017-05-01,Unemployment Rate,Females,4,4
June 2016,F,2017-05-01,2016-06-01,25 to 54 years,2017-06-01,Unemployment Rate,Females,4.1,4.1
July 2016,F,2017-06-01,2016-07-01,25 to 54 years,2017-07-01,Unemployment Rate,Females,3.1,3.1
August 2016,F,2017-07-01,2016-08-01,25 to 54 years,2017-08-01,Unemployment Rate,Females,3.5,3.5
September 2016,F,2017-08-01,2016-09-01,25 to 54 years,2017-09-01,Unemployment Rate,Females,3.2,3.2
October 2016,F,2017-09-01,2016-10-01,25 to 54 years,2017-10-01,Unemployment Rate,Females,3.7,3.7
November 2016,F,2017-10-01,2016-11-01,25 to 54 years,2017-11-01,Unemployment Rate,Females,3.7,3.7
December 2016,F,2017-11-01,2016-12-01,25 to 54 years,2017-12-01,Unemployment Rate,Females,4.1,4.1
January 2017,F,2017-12-01,2017-01-01,25 to 54 years,2018-01-01,Unemployment Rate,Females,4.7,4.7
February 2017,F,2018-01-01,2017-02-01,25 to 54 years,2018-02-01,Unemployment Rate,Females,4.5,4.5
March 2017,F,2018-02-01,2017-03-01,25 to 54 years,2018-03-01,Unemployment Rate,Females,4.5,4.5
April 2017,F,2018-03-01,2017-04-01,25 to 54 years,2018-04-01,Unemployment Rate,Females,3.6,3.6
May 2017,F,2018-04-01,2017-05-01,25 to 54 years,2018-05-01,Unemployment Rate,Females,2.9,2.9
June 2017,F,2018-05-01,2017-06-01,25 to 54 years,2018-06-01,Unemployment Rate,Females,3.3,3.3
July 2017,F,2018-06-01,2017-07-01,25 to 54 years,2018-07-01,Unemployment Rate,Females,4,4
August 2017,F,2018-07-01,2017-08-01,25 to 54 years,2018-08-01,Unemployment Rate,Females,4.9,4.9
September 2017,F,2018-08-01,2017-09-01,25 to 54 years,2018-09-01,Unemployment Rate,Females,4.2,4.2
October 2017,F,2018-09-01,2017-10-01,25 to 54 years,2018-10-01,Unemployment Rate,Females,4.1,4.1
November 2017,F,2018-10-01,2017-11-01,25 to 54 years,2018-11-01,Unemployment Rate,Females,3.7,3.7
December 2017,F,2018-11-01,2017-12-01,25 to 54 years,2018-12-01,Unemployment Rate,Females,3.8,3.8
January 2018,F,2018-12-01,2018-01-01,25 to 54 years,2019-01-01,Unemployment Rate,Females,3.8,3.8
February 2018,F,2019-01-01,2018-02-01,25 to 54 years,2019-02-01,Unemployment Rate,Females,3.9,3.9
March 2018,F,2019-02-01,2018-03-01,25 to 54 years,2019-03-01,Unemployment Rate,Females,4,4
April 2018,F,2019-03-01,2018-04-01,25 to 54 years,2019-04-01,Unemployment Rate,Females,3.5,3.5
May 2018,F,2019-04-01,2018-05-01,25 to 54 years,2019-05-01,Unemployment Rate,Females,3.1,3.1
June 2018,F,2019-05-01,2018-06-01,25 to 54 years,2019-06-01,Unemployment Rate,Females,2.7,2.7
July 2018,F,2019-06-01,2018-07-01,25 to 54 years,2019-07-01,Unemployment Rate,Females,3,3
August 2018,F,2019-07-01,2018-08-01,25 to 54 years,2019-08-01,Unemployment Rate,Females,3.9,3.9
September 2018,F,2019-08-01,2018-09-01,25 to 54 years,2019-09-01,Unemployment Rate,Females,3.8,3.8
October 2018,F,2019-09-01,2018-10-01,25 to 54 years,2019-10-01,Unemployment Rate,Females,4.3,4.3
November 2018,F,2019-10-01,2018-11-01,25 to 54 years,2019-11-01,Unemployment Rate,Females,4.1,4.1
December 2018,F,2019-11-01,2018-12-01,25 to 54 years,2019-12-01,Unemployment Rate,Females,5.6,5.6
January 2019,F,2019-12-01,2019-01-01,25 to 54 years,2020-01-01,Unemployment Rate,Females,6,6
February 2019,F,2020-01-01,2019-02-01,25 to 54 years,2020-02-01,Unemployment Rate,Females,6.2,6.2
March 2019,F,2020-02-01,2019-03-01,25 to 54 years,2020-03-01,Unemployment Rate,Females,6,6
April 2019,F,2020-03-01,2019-04-01,25 to 54 years,2020-04-01,Unemployment Rate,Females,7.4,7.4
May 2019,F,2020-04-01,2019-05-01,25 to 54 years,2020-05-01,Unemployment Rate,Females,9.1,9.1
June 2019,F,2020-05-01,2019-06-01,25 to 54 years,2020-06-01,Unemployment Rate,Females,9.8,9.8
July 2019,F,2020-06-01,2019-07-01,25 to 54 years,2020-07-01,Unemployment Rate,Females,9.3,9.3
August 2019,F,2020-07-01,2019-08-01,25 to 54 years,2020-08-01,Unemployment Rate,Females,8.1,8.1
September 2019,F,2020-08-01,2019-09-01,25 to 54 years,2020-09-01,Unemployment Rate,Females,7,7
October 2019,F,2020-09-01,2019-10-01,25 to 54 years,2020-10-01,Unemployment Rate,Females,6,6
November 2019,F,2020-10-01,2019-11-01,25 to 54 years,2020-11-01,Unemployment Rate,Females,4.9,4.9
December 2019,F,2020-11-01,2019-12-01,25 to 54 years,2020-12-01,Unemployment Rate,Females,5.4,5.4
January 2020,F,2020-12-01,2020-01-01,25 to 54 years,2021-01-01,Unemployment Rate,Females,5.1,5.1
February 2020,F,2021-01-01,2020-02-01,25 to 54 years,2021-02-01,Unemployment Rate,Females,5.1,5.1
March 2020,F,2021-02-01,2020-03-01,25 to 54 years,2021-03-01,Unemployment Rate,Females,4.3,4.3
April 2020,F,2021-03-01,2020-04-01,25 to 54 years,2021-04-01,Unemployment Rate,Females,4.3,4.3
May 2020,F,2021-04-01,2020-05-01,25 to 54 years,2021-05-01,Unemployment Rate,Females,5.3,5.3
June 2020,F,2021-05-01,2020-06-01,25 to 54 years,2021-06-01,Unemployment Rate,Females,5.6,5.6
July 2020,F,2021-06-01,2020-07-01,25 to 54 years,2021-07-01,Unemployment Rate,Females,6.2,6.2
August 2020,F,2021-07-01,2020-08-01,25 to 54 years,2021-08-01,Unemployment Rate,Females,6.5,6.5
September 2020,F,2021-08-01,2020-09-01,25 to 54 years,2021-09-01,Unemployment Rate,Females,6.3,6.3
October 2020,F,2021-09-01,2020-10-01,25 to 54 years,2021-10-01,Unemployment Rate,Females,5.8,5.8
November 2020,F,2021-10-01,2020-11-01,25 to 54 years,2021-11-01,Unemployment Rate,Females,4.9,4.9
December 2020,F,2021-11-01,2020-12-01,25 to 54 years,2021-12-01,Unemployment Rate,Females,4.7,4.7
January 2021,F,2021-12-01,2021-01-01,25 to 54 years,2022-01-01,Unemployment Rate,Females,4.2,4.2
February 2021,F,2022-01-01,2021-02-01,25 to 54 years,2022-02-01,Unemployment Rate,Females,3.7,3.7
March 2021,F,2022-02-01,2021-03-01,25 to 54 years,2022-03-01,Unemployment Rate,Females,3.9,3.9
May 2006,F,2007-04-01,2006-05-01,55 years and over,2007-05-01,Unemployment Rate,Females,,
June 2006,F,2007-05-01,2006-06-01,55 years and over,2007-06-01,Unemployment Rate,Females,3.5,3.5
July 2006,F,2007-06-01,2006-07-01,55 years and over,2007-07-01,Unemployment Rate,Females,4.4,4.4
August 2006,F,2007-07-01,2006-08-01,55 years and over,2007-08-01,Unemployment Rate,Females,6.2,6.2
September 2006,F,2007-08-01,2006-09-01,55 years and over,2007-09-01,Unemployment Rate,Females,7.6,7.6
October 2006,F,2007-09-01,2006-10-01,55 years and over,2007-10-01,Unemployment Rate,Females,5.3,5.3
November 2006,F,2007-10-01,2006-11-01,55 years and over,2007-11-01,Unemployment Rate,Females,,
December 2006,F,2007-11-01,2006-12-01,55 years and over,2007-12-01,Unemployment Rate,Females,,
January 2007,F,2007-12-01,2007-01-01,55 years and over,2008-01-01,Unemployment Rate,Females,,
February 2007,F,2008-01-01,2007-02-01,55 years and over,2008-02-01,Unemployment Rate,Females,,
March 2007,F,2008-02-01,2007-03-01,55 years and over,2008-03-01,Unemployment Rate,Females,,
April 2007,F,2008-03-01,2007-04-01,55 years and over,2008-04-01,Unemployment Rate,Females,3.3,3.3
May 2007,F,2008-04-01,2007-05-01,55 years and over,2008-05-01,Unemployment Rate,Females,3.8,3.8
June 2007,F,2008-05-01,2007-06-01,55 years and over,2008-06-01,Unemployment Rate,Females,4.4,4.4
July 2007,F,2008-06-01,2007-07-01,55 years and over,2008-07-01,Unemployment Rate,Females,5.1,5.1
August 2007,F,2008-07-01,2007-08-01,55 years and over,2008-08-01,Unemployment Rate,Females,6.5,6.5
September 2007,F,2008-08-01,2007-09-01,55 years and over,2008-09-01,Unemployment Rate,Females,6,6
October 2007,F,2008-09-01,2007-10-01,55 years and over,2008-10-01,Unemployment Rate,Females,4.6,4.6
November 2007,F,2008-10-01,2007-11-01,55 years and over,2008-11-01,Unemployment Rate,Females,,
December 2007,F,2008-11-01,2007-12-01,55 years and over,2008-12-01,Unemployment Rate,Females,,
January 2008,F,2008-12-01,2008-01-01,55 years and over,2009-01-01,Unemployment Rate,Females,,
February 2008,F,2009-01-01,2008-02-01,55 years and over,2009-02-01,Unemployment Rate,Females,3.1,3.1
March 2008,F,2009-02-01,2008-03-01,55 years and over,2009-03-01,Unemployment Rate,Females,,
April 2008,F,2009-03-01,2008-04-01,55 years and over,2009-04-01,Unemployment Rate,Females,,
May 2008,F,2009-04-01,2008-05-01,55 years and over,2009-05-01,Unemployment Rate,Females,,
June 2008,F,2009-05-01,2008-06-01,55 years and over,2009-06-01,Unemployment Rate,Females,,
August 2009,F,2010-07-01,2009-08-01,55 years and over,2010-08-01,Unemployment Rate,Females,4.5,4.5
September 2009,F,2010-08-01,2009-09-01,55 years and over,2010-09-01,Unemployment Rate,Females,5,5
October 2009,F,2010-09-01,2009-10-01,55 years and over,2010-10-01,Unemployment Rate,Females,6,6
November 2009,F,2010-10-01,2009-11-01,55 years and over,2010-11-01,Unemployment Rate,Females,4.7,4.7
December 2009,F,2010-11-01,2009-12-01,55 years and over,2010-12-01,Unemployment Rate,Females,4.7,4.7
January 2010,F,2010-12-01,2010-01-01,55 years and over,2011-01-01,Unemployment Rate,Females,3.5,3.5
February 2010,F,2011-01-01,2010-02-01,55 years and over,2011-02-01,Unemployment Rate,Females,3.5,3.5
March 2010,F,2011-02-01,2010-03-01,55 years and over,2011-03-01,Unemployment Rate,Females,2.9,2.9
April 2010,F,2011-03-01,2010-04-01,55 years and over,2011-04-01,Unemployment Rate,Females,3.6,3.6
May 2010,F,2011-04-01,2010-05-01,55 years and over,2011-05-01,Unemployment Rate,Females,4.9,4.9
June 2010,F,2011-05-01,2010-06-01,55 years and over,2011-06-01,Unemployment Rate,Females,6.3,6.3
July 2010,F,2011-06-01,2010-07-01,55 years and over,2011-07-01,Unemployment Rate,Females,6,6
August 2010,F,2011-07-01,2010-08-01,55 years and over,2011-08-01,Unemployment Rate,Females,6.3,6.3
September 2010,F,2011-08-01,2010-09-01,55 years and over,2011-09-01,Unemployment Rate,Females,4.1,4.1
October 2010,F,2011-09-01,2010-10-01,55 years and over,2011-10-01,Unemployment Rate,Females,3.4,3.4
November 2010,F,2011-10-01,2010-11-01,55 years and over,2011-11-01,Unemployment Rate,Females,,
December 2010,F,2011-11-01,2010-12-01,55 years and over,2011-12-01,Unemployment Rate,Females,,
January 2011,F,2011-12-01,2011-01-01,55 years and over,2012-01-01,Unemployment Rate,Females,,
February 2011,F,2012-01-01,2011-02-01,55 years and over,2012-02-01,Unemployment Rate,Females,3.5,3.5
March 2011,F,2012-02-01,2011-03-01,55 years and over,2012-03-01,Unemployment Rate,Females,5,5
April 2011,F,2012-03-01,2011-04-01,55 years and over,2012-04-01,Unemployment Rate,Females,5.8,5.8
May 2011,F,2012-04-01,2011-05-01,55 years and over,2012-05-01,Unemployment Rate,Females,5.2,5.2
June 2011,F,2012-05-01,2011-06-01,55 years and over,2012-06-01,Unemployment Rate,Females,5.8,5.8
July 2011,F,2012-06-01,2011-07-01,55 years and over,2012-07-01,Unemployment Rate,Females,5.4,5.4
August 2011,F,2012-07-01,2011-08-01,55 years and over,2012-08-01,Unemployment Rate,Females,5.5,5.5
September 2011,F,2012-08-01,2011-09-01,55 years and over,2012-09-01,Unemployment Rate,Females,4.6,4.6
October 2011,F,2012-09-01,2011-10-01,55 years and over,2012-10-01,Unemployment Rate,Females,3,3
November 2011,F,2012-10-01,2011-11-01,55 years and over,2012-11-01,Unemployment Rate,Females,,
December 2011,F,2012-11-01,2011-12-01,55 years and over,2012-12-01,Unemployment Rate,Females,,
January 2012,F,2012-12-01,2012-01-01,55 years and over,2013-01-01,Unemployment Rate,Females,,
February 2012,F,2013-01-01,2012-02-01,55 years and over,2013-02-01,Unemployment Rate,Females,,
March 2012,F,2013-02-01,2012-03-01,55 years and over,2013-03-01,Unemployment Rate,Females,,
April 2012,F,2013-03-01,2012-04-01,55 years and over,2013-04-01,Unemployment Rate,Females,3.3,3.3
May 2012,F,2013-04-01,2012-05-01,55 years and over,2013-05-01,Unemployment Rate,Females,3.9,3.9
June 2012,F,2013-05-01,2012-06-01,55 years and over,2013-06-01,Unemployment Rate,Females,4.4,4.4
July 2012,F,2013-06-01,2012-07-01,55 years and over,2013-07-01,Unemployment Rate,Females,3.9,3.9
August 2012,F,2013-07-01,2012-08-01,55 years and over,2013-08-01,Unemployment Rate,Females,5.5,5.5
September 2012,F,2013-08-01,2012-09-01,55 years and over,2013-09-01,Unemployment Rate,Females,5.6,5.6
October 2012,F,2013-09-01,2012-10-01,55 years and over,2013-10-01,Unemployment Rate,Females,5.2,5.2
November 2012,F,2013-10-01,2012-11-01,55 years and over,2013-11-01,Unemployment Rate,Females,4.1,4.1
December 2012,F,2013-11-01,2012-12-01,55 years and over,2013-12-01,Unemployment Rate,Females,4,4
January 2013,F,2013-12-01,2013-01-01,55 years and over,2014-01-01,Unemployment Rate,Females,4.5,4.5
February 2013,F,2014-01-01,2013-02-01,55 years and over,2014-02-01,Unemployment Rate,Females,4,4
March 2013,F,2014-02-01,2013-03-01,55 years and over,2014-03-01,Unemployment Rate,Females,2.9,2.9
April 2013,F,2014-03-01,2013-04-01,55 years and over,2014-04-01,Unemployment Rate,Females,2.9,2.9
May 2013,F,2014-04-01,2013-05-01,55 years and over,2014-05-01,Unemployment Rate,Females,2.9,2.9
June 2013,F,2014-05-01,2013-06-01,55 years and over,2014-06-01,Unemployment Rate,Females,,
July 2013,F,2014-06-01,2013-07-01,55 years and over,2014-07-01,Unemployment Rate,Females,3,3
August 2013,F,2014-07-01,2013-08-01,55 years and over,2014-08-01,Unemployment Rate,Females,3.5,3.5
September 2013,F,2014-08-01,2013-09-01,55 years and over,2014-09-01,Unemployment Rate,Females,4.1,4.1
October 2013,F,2014-09-01,2013-10-01,55 years and over,2014-10-01,Unemployment Rate,Females,4.7,4.7
November 2013,F,2014-10-01,2013-11-01,55 years and over,2014-11-01,Unemployment Rate,Females,5.2,5.2
December 2013,F,2014-11-01,2013-12-01,55 years and over,2014-12-01,Unemployment Rate,Females,5,5
January 2014,F,2014-12-01,2014-01-01,55 years and over,2015-01-01,Unemployment Rate,Females,4.7,4.7
February 2014,F,2015-01-01,2014-02-01,55 years and over,2015-02-01,Unemployment Rate,Females,3.1,3.1
March 2014,F,2015-02-01,2014-03-01,55 years and over,2015-03-01,Unemployment Rate,Females,2.5,2.5
April 2014,F,2015-03-01,2014-04-01,55 years and over,2015-04-01,Unemployment Rate,Females,,
May 2014,F,2015-04-01,2014-05-01,55 years and over,2015-05-01,Unemployment Rate,Females,,
June 2014,F,2015-05-01,2014-06-01,55 years and over,2015-06-01,Unemployment Rate,Females,,
July 2014,F,2015-06-01,2014-07-01,55 years and over,2015-07-01,Unemployment Rate,Females,,
August 2014,F,2015-07-01,2014-08-01,55 years and over,2015-08-01,Unemployment Rate,Females,3.7,3.7
September 2014,F,2015-08-01,2014-09-01,55 years and over,2015-09-01,Unemployment Rate,Females,4.8,4.8
October 2014,F,2015-09-01,2014-10-01,55 years and over,2015-10-01,Unemployment Rate,Females,4.6,4.6
November 2014,F,2015-10-01,2014-11-01,55 years and over,2015-11-01,Unemployment Rate,Females,3.5,3.5
December 2014,F,2015-11-01,2014-12-01,55 years and over,2015-12-01,Unemployment Rate,Females,2.9,2.9
January 2015,F,2015-12-01,2015-01-01,55 years and over,2016-01-01,Unemployment Rate,Females,3.4,3.4
February 2015,F,2016-01-01,2015-02-01,55 years and over,2016-02-01,Unemployment Rate,Females,4.4,4.4
March 2015,F,2016-02-01,2015-03-01,55 years and over,2016-03-01,Unemployment Rate,Females,4.9,4.9
April 2015,F,2016-03-01,2015-04-01,55 years and over,2016-04-01,Unemployment Rate,Females,5.2,5.2
May 2015,F,2016-04-01,2015-05-01,55 years and over,2016-05-01,Unemployment Rate,Females,3.2,3.2
June 2015,F,2016-05-01,2015-06-01,55 years and over,2016-06-01,Unemployment Rate,Females,3.2,3.2
July 2015,F,2016-06-01,2015-07-01,55 years and over,2016-07-01,Unemployment Rate,Females,2.8,2.8
August 2015,F,2016-07-01,2015-08-01,55 years and over,2016-08-01,Unemployment Rate,Females,3.9,3.9
September 2015,F,2016-08-01,2015-09-01,55 years and over,2016-09-01,Unemployment Rate,Females,3.6,3.6
October 2015,F,2016-09-01,2015-10-01,55 years and over,2016-10-01,Unemployment Rate,Females,3.6,3.6
November 2015,F,2016-10-01,2015-11-01,55 years and over,2016-11-01,Unemployment Rate,Females,2.5,2.5
December 2015,F,2016-11-01,2015-12-01,55 years and over,2016-12-01,Unemployment Rate,Females,2.9,2.9
January 2016,F,2016-12-01,2016-01-01,55 years and over,2017-01-01,Unemployment Rate,Females,3.2,3.2
February 2016,F,2017-01-01,2016-02-01,55 years and over,2017-02-01,Unemployment Rate,Females,3.9,3.9
March 2016,F,2017-02-01,2016-03-01,55 years and over,2017-03-01,Unemployment Rate,Females,4.2,4.2
April 2016,F,2017-03-01,2016-04-01,55 years and over,2017-04-01,Unemployment Rate,Females,4.2,4.2
May 2016,F,2017-04-01,2016-05-01,55 years and over,2017-05-01,Unemployment Rate,Females,4.2,4.2
June 2016,F,2017-05-01,2016-06-01,55 years and over,2017-06-01,Unemployment Rate,Females,4.3,4.3
July 2016,F,2017-06-01,2016-07-01,55 years and over,2017-07-01,Unemployment Rate,Females,4.4,4.4
August 2016,F,2017-07-01,2016-08-01,55 years and over,2017-08-01,Unemployment Rate,Females,4.9,4.9
September 2016,F,2017-08-01,2016-09-01,55 years and over,2017-09-01,Unemployment Rate,Females,4.2,4.2
October 2016,F,2017-09-01,2016-10-01,55 years and over,2017-10-01,Unemployment Rate,Females,4.5,4.5
November 2016,F,2017-10-01,2016-11-01,55 years and over,2017-11-01,Unemployment Rate,Females,3,3
December 2016,F,2017-11-01,2016-12-01,55 years and over,2017-12-01,Unemployment Rate,Females,3.1,3.1
January 2017,F,2017-12-01,2017-01-01,55 years and over,2018-01-01,Unemployment Rate,Females,2.6,2.6
February 2017,F,2018-01-01,2017-02-01,55 years and over,2018-02-01,Unemployment Rate,Females,2.6,2.6
March 2017,F,2018-02-01,2017-03-01,55 years and over,2018-03-01,Unemployment Rate,Females,3,3
April 2017,F,2018-03-01,2017-04-01,55 years and over,2018-04-01,Unemployment Rate,Females,3.8,3.8
May 2017,F,2018-04-01,2017-05-01,55 years and over,2018-05-01,Unemployment Rate,Females,4.2,4.2
June 2017,F,2018-05-01,2017-06-01,55 years and over,2018-06-01,Unemployment Rate,Females,3.2,3.2
July 2017,F,2018-06-01,2017-07-01,55 years and over,2018-07-01,Unemployment Rate,Females,2.8,2.8
August 2017,F,2018-07-01,2017-08-01,55 years and over,2018-08-01,Unemployment Rate,Females,3.2,3.2
September 2017,F,2018-08-01,2017-09-01,55 years and over,2018-09-01,Unemployment Rate,Females,3.7,3.7
October 2017,F,2018-09-01,2017-10-01,55 years and over,2018-10-01,Unemployment Rate,Females,4.5,4.5
November 2017,F,2018-10-01,2017-11-01,55 years and over,2018-11-01,Unemployment Rate,Females,4.6,4.6
December 2017,F,2018-11-01,2017-12-01,55 years and over,2018-12-01,Unemployment Rate,Females,4.7,4.7
January 2018,F,2018-12-01,2018-01-01,55 years and over,2019-01-01,Unemployment Rate,Females,4.2,4.2
February 2018,F,2019-01-01,2018-02-01,55 years and over,2019-02-01,Unemployment Rate,Females,5.3,5.3
March 2018,F,2019-02-01,2018-03-01,55 years and over,2019-03-01,Unemployment Rate,Females,6.3,6.3
April 2018,F,2019-03-01,2018-04-01,55 years and over,2019-04-01,Unemployment Rate,Females,5.8,5.8
May 2018,F,2019-04-01,2018-05-01,55 years and over,2019-05-01,Unemployment Rate,Females,5.3,5.3
June 2018,F,2019-05-01,2018-06-01,55 years and over,2019-06-01,Unemployment Rate,Females,5.2,5.2
July 2018,F,2019-06-01,2018-07-01,55 years and over,2019-07-01,Unemployment Rate,Females,5.3,5.3
August 2018,F,2019-07-01,2018-08-01,55 years and over,2019-08-01,Unemployment Rate,Females,5.7,5.7
September 2018,F,2019-08-01,2018-09-01,55 years and over,2019-09-01,Unemployment Rate,Females,4.2,4.2
October 2018,F,2019-09-01,2018-10-01,55 years and over,2019-10-01,Unemployment Rate,Females,4.1,4.1
November 2018,F,2019-10-01,2018-11-01,55 years and over,2019-11-01,Unemployment Rate,Females,4,4
December 2018,F,2019-11-01,2018-12-01,55 years and over,2019-12-01,Unemployment Rate,Females,4.3,4.3
January 2019,F,2019-12-01,2019-01-01,55 years and over,2020-01-01,Unemployment Rate,Females,4.4,4.4
February 2019,F,2020-01-01,2019-02-01,55 years and over,2020-02-01,Unemployment Rate,Females,4.5,4.5
March 2019,F,2020-02-01,2019-03-01,55 years and over,2020-03-01,Unemployment Rate,Females,5.2,5.2
April 2019,F,2020-03-01,2019-04-01,55 years and over,2020-04-01,Unemployment Rate,Females,7.5,7.5
May 2019,F,2020-04-01,2019-05-01,55 years and over,2020-05-01,Unemployment Rate,Females,11.1,11.1
June 2019,F,2020-05-01,2019-06-01,55 years and over,2020-06-01,Unemployment Rate,Females,12.8,12.8
July 2019,F,2020-06-01,2019-07-01,55 years and over,2020-07-01,Unemployment Rate,Females,12,12
August 2019,F,2020-07-01,2019-08-01,55 years and over,2020-08-01,Unemployment Rate,Females,10.6,10.6
September 2019,F,2020-08-01,2019-09-01,55 years and over,2020-09-01,Unemployment Rate,Females,9.8,9.8
October 2019,F,2020-09-01,2019-10-01,55 years and over,2020-10-01,Unemployment Rate,Females,10.3,10.3
November 2019,F,2020-10-01,2019-11-01,55 years and over,2020-11-01,Unemployment Rate,Females,9.3,9.3
December 2019,F,2020-11-01,2019-12-01,55 years and over,2020-12-01,Unemployment Rate,Females,10.9,10.9
January 2020,F,2020-12-01,2020-01-01,55 years and over,2021-01-01,Unemployment Rate,Females,9.9,9.9
February 2020,F,2021-01-01,2020-02-01,55 years and over,2021-02-01,Unemployment Rate,Females,10.6,10.6
March 2020,F,2021-02-01,2020-03-01,55 years and over,2021-03-01,Unemployment Rate,Females,11.5,11.5
April 2020,F,2021-03-01,2020-04-01,55 years and over,2021-04-01,Unemployment Rate,Females,11.8,11.8
May 2020,F,2021-04-01,2020-05-01,55 years and over,2021-05-01,Unemployment Rate,Females,13.2,13.2
June 2020,F,2021-05-01,2020-06-01,55 years and over,2021-06-01,Unemployment Rate,Females,10.5,10.5
July 2020,F,2021-06-01,2020-07-01,55 years and over,2021-07-01,Unemployment Rate,Females,9.7,9.7
August 2020,F,2021-07-01,2020-08-01,55 years and over,2021-08-01,Unemployment Rate,Females,8.1,8.1
September 2020,F,2021-08-01,2020-09-01,55 years and over,2021-09-01,Unemployment Rate,Females,7.8,7.8
October 2020,F,2021-09-01,2020-10-01,55 years and over,2021-10-01,Unemployment Rate,Females,7.5,7.5
November 2020,F,2021-10-01,2020-11-01,55 years and over,2021-11-01,Unemployment Rate,Females,5.3,5.3
