_previousYear,_units,Dataset,Date,Table Names,_valueConnector,Value
2009-03-01,(2002=100),Consumer Price Index,2010-03-01,table 18100004.hyper/table 18100004,117,117
2009-04-01,(2002=100),Consumer Price Index,2010-04-01,table 18100004.hyper/table 18100004,117.3,117.3
2009-05-01,(2002=100),Consumer Price Index,2010-05-01,table 18100004.hyper/table 18100004,117.1,117.1
2009-06-01,(2002=100),Consumer Price Index,2010-06-01,table 18100004.hyper/table 18100004,116.7,116.7
2009-07-01,(2002=100),Consumer Price Index,2010-07-01,table 18100004.hyper/table 18100004,118,118
2009-08-01,(2002=100),Consumer Price Index,2010-08-01,table 18100004.hyper/table 18100004,118.1,118.1
2009-09-01,(2002=100),Consumer Price Index,2010-09-01,table 18100004.hyper/table 18100004,118.3,118.3
2009-10-01,(2002=100),Consumer Price Index,2010-10-01,table 18100004.hyper/table 18100004,118.6,118.6
2009-11-01,(2002=100),Consumer Price Index,2010-11-01,table 18100004.hyper/table 18100004,118.9,118.9
2009-12-01,(2002=100),Consumer Price Index,2010-12-01,table 18100004.hyper/table 18100004,118.6,118.6
2010-01-01,(2002=100),Consumer Price Index,2011-01-01,table 18100004.hyper/table 18100004,119.5,119.5
2010-02-01,(2002=100),Consumer Price Index,2011-02-01,table 18100004.hyper/table 18100004,120,120
2010-03-01,(2002=100),Consumer Price Index,2011-03-01,table 18100004.hyper/table 18100004,121.3,121.3
2010-04-01,(2002=100),Consumer Price Index,2011-04-01,table 18100004.hyper/table 18100004,121.9,121.9
2010-05-01,(2002=100),Consumer Price Index,2011-05-01,table 18100004.hyper/table 18100004,122.1,122.1
2010-06-01,(2002=100),Consumer Price Index,2011-06-01,table 18100004.hyper/table 18100004,121.5,121.5
2010-07-01,(2002=100),Consumer Price Index,2011-07-01,table 18100004.hyper/table 18100004,121.8,121.8
2010-08-01,(2002=100),Consumer Price Index,2011-08-01,table 18100004.hyper/table 18100004,122.2,122.2
1994-07-01,(2002=100),Consumer Price Index,1995-07-01,table 18100004.hyper/table 18100004,87.4,87.4
1994-08-01,(2002=100),Consumer Price Index,1995-08-01,table 18100004.hyper/table 18100004,86.9,86.9
1994-09-01,(2002=100),Consumer Price Index,1995-09-01,table 18100004.hyper/table 18100004,87,87
1994-10-01,(2002=100),Consumer Price Index,1995-10-01,table 18100004.hyper/table 18100004,86.9,86.9
1994-11-01,(2002=100),Consumer Price Index,1995-11-01,table 18100004.hyper/table 18100004,87,87
1994-12-01,(2002=100),Consumer Price Index,1995-12-01,table 18100004.hyper/table 18100004,86.5,86.5
1995-01-01,(2002=100),Consumer Price Index,1996-01-01,table 18100004.hyper/table 18100004,87,87
1995-02-01,(2002=100),Consumer Price Index,1996-02-01,table 18100004.hyper/table 18100004,87,87
1995-03-01,(2002=100),Consumer Price Index,1996-03-01,table 18100004.hyper/table 18100004,87.4,87.4
1995-04-01,(2002=100),Consumer Price Index,1996-04-01,table 18100004.hyper/table 18100004,87.7,87.7
1995-05-01,(2002=100),Consumer Price Index,1996-05-01,table 18100004.hyper/table 18100004,88.7,88.7
1995-06-01,(2002=100),Consumer Price Index,1996-06-01,table 18100004.hyper/table 18100004,88.5,88.5
1995-07-01,(2002=100),Consumer Price Index,1996-07-01,table 18100004.hyper/table 18100004,88.2,88.2
1995-08-01,(2002=100),Consumer Price Index,1996-08-01,table 18100004.hyper/table 18100004,88.4,88.4
1995-09-01,(2002=100),Consumer Price Index,1996-09-01,table 18100004.hyper/table 18100004,88.6,88.6
1995-10-01,(2002=100),Consumer Price Index,1996-10-01,table 18100004.hyper/table 18100004,89,89
1995-11-01,(2002=100),Consumer Price Index,1996-11-01,table 18100004.hyper/table 18100004,89.3,89.3
1995-12-01,(2002=100),Consumer Price Index,1996-12-01,table 18100004.hyper/table 18100004,89.5,89.5
1996-01-01,(2002=100),Consumer Price Index,1997-01-01,table 18100004.hyper/table 18100004,89.4,89.4
1996-02-01,(2002=100),Consumer Price Index,1997-02-01,table 18100004.hyper/table 18100004,89.5,89.5
1996-03-01,(2002=100),Consumer Price Index,1997-03-01,table 18100004.hyper/table 18100004,89.9,89.9
1996-04-01,(2002=100),Consumer Price Index,1997-04-01,table 18100004.hyper/table 18100004,90,90
1996-05-01,(2002=100),Consumer Price Index,1997-05-01,table 18100004.hyper/table 18100004,90,90
1996-06-01,(2002=100),Consumer Price Index,1997-06-01,table 18100004.hyper/table 18100004,89.8,89.8
1996-07-01,(2002=100),Consumer Price Index,1997-07-01,table 18100004.hyper/table 18100004,90,90
1996-08-01,(2002=100),Consumer Price Index,1997-08-01,table 18100004.hyper/table 18100004,90.2,90.2
1996-09-01,(2002=100),Consumer Price Index,1997-09-01,table 18100004.hyper/table 18100004,90.2,90.2
1996-10-01,(2002=100),Consumer Price Index,1997-10-01,table 18100004.hyper/table 18100004,90.4,90.4
1996-11-01,(2002=100),Consumer Price Index,1997-11-01,table 18100004.hyper/table 18100004,90.2,90.2
1996-12-01,(2002=100),Consumer Price Index,1997-12-01,table 18100004.hyper/table 18100004,90.1,90.1
1997-01-01,(2002=100),Consumer Price Index,1998-01-01,table 18100004.hyper/table 18100004,90.7,90.7
1997-02-01,(2002=100),Consumer Price Index,1998-02-01,table 18100004.hyper/table 18100004,90.6,90.6
1997-03-01,(2002=100),Consumer Price Index,1998-03-01,table 18100004.hyper/table 18100004,90.7,90.7
1997-04-01,(2002=100),Consumer Price Index,1998-04-01,table 18100004.hyper/table 18100004,90.6,90.6
1997-05-01,(2002=100),Consumer Price Index,1998-05-01,table 18100004.hyper/table 18100004,90.7,90.7
1997-06-01,(2002=100),Consumer Price Index,1998-06-01,table 18100004.hyper/table 18100004,90.6,90.6
1997-07-01,(2002=100),Consumer Price Index,1998-07-01,table 18100004.hyper/table 18100004,90.7,90.7
1997-08-01,(2002=100),Consumer Price Index,1998-08-01,table 18100004.hyper/table 18100004,90.8,90.8
1997-09-01,(2002=100),Consumer Price Index,1998-09-01,table 18100004.hyper/table 18100004,90,90
1997-10-01,(2002=100),Consumer Price Index,1998-10-01,table 18100004.hyper/table 18100004,90.9,90.9
1997-11-01,(2002=100),Consumer Price Index,1998-11-01,table 18100004.hyper/table 18100004,90.9,90.9
1997-12-01,(2002=100),Consumer Price Index,1998-12-01,table 18100004.hyper/table 18100004,90.6,90.6
1998-01-01,(2002=100),Consumer Price Index,1999-01-01,table 18100004.hyper/table 18100004,90.5,90.5
1998-02-01,(2002=100),Consumer Price Index,1999-02-01,table 18100004.hyper/table 18100004,91,91
1998-03-01,(2002=100),Consumer Price Index,1999-03-01,table 18100004.hyper/table 18100004,90.9,90.9
1998-04-01,(2002=100),Consumer Price Index,1999-04-01,table 18100004.hyper/table 18100004,91.8,91.8
1998-05-01,(2002=100),Consumer Price Index,1999-05-01,table 18100004.hyper/table 18100004,91.9,91.9
1998-06-01,(2002=100),Consumer Price Index,1999-06-01,table 18100004.hyper/table 18100004,92,92
1998-07-01,(2002=100),Consumer Price Index,1999-07-01,table 18100004.hyper/table 18100004,92.1,92.1
1998-08-01,(2002=100),Consumer Price Index,1999-08-01,table 18100004.hyper/table 18100004,92.8,92.8
1998-09-01,(2002=100),Consumer Price Index,1999-09-01,table 18100004.hyper/table 18100004,93.2,93.2
1998-10-01,(2002=100),Consumer Price Index,1999-10-01,table 18100004.hyper/table 18100004,93.3,93.3
1998-11-01,(2002=100),Consumer Price Index,1999-11-01,table 18100004.hyper/table 18100004,93.5,93.5
1998-12-01,(2002=100),Consumer Price Index,1999-12-01,table 18100004.hyper/table 18100004,93.4,93.4
1999-01-01,(2002=100),Consumer Price Index,2000-01-01,table 18100004.hyper/table 18100004,93.4,93.4
1999-02-01,(2002=100),Consumer Price Index,2000-02-01,table 18100004.hyper/table 18100004,94,94
1999-03-01,(2002=100),Consumer Price Index,2000-03-01,table 18100004.hyper/table 18100004,94.5,94.5
1999-04-01,(2002=100),Consumer Price Index,2000-04-01,table 18100004.hyper/table 18100004,94.3,94.3
1999-05-01,(2002=100),Consumer Price Index,2000-05-01,table 18100004.hyper/table 18100004,94.7,94.7
1999-06-01,(2002=100),Consumer Price Index,2000-06-01,table 18100004.hyper/table 18100004,95.2,95.2
1999-07-01,(2002=100),Consumer Price Index,2000-07-01,table 18100004.hyper/table 18100004,95.1,95.1
1999-08-01,(2002=100),Consumer Price Index,2000-08-01,table 18100004.hyper/table 18100004,95.1,95.1
1999-09-01,(2002=100),Consumer Price Index,2000-09-01,table 18100004.hyper/table 18100004,95.8,95.8
1999-10-01,(2002=100),Consumer Price Index,2000-10-01,table 18100004.hyper/table 18100004,96.1,96.1
1999-11-01,(2002=100),Consumer Price Index,2000-11-01,table 18100004.hyper/table 18100004,96.7,96.7
1983-02-01,(2002=100),Consumer Price Index,1984-02-01,table 18100004.hyper/table 18100004,60.7,60.7
1983-03-01,(2002=100),Consumer Price Index,1984-03-01,table 18100004.hyper/table 18100004,60.7,60.7
1983-04-01,(2002=100),Consumer Price Index,1984-04-01,table 18100004.hyper/table 18100004,61.1,61.1
1983-05-01,(2002=100),Consumer Price Index,1984-05-01,table 18100004.hyper/table 18100004,61.2,61.2
1983-06-01,(2002=100),Consumer Price Index,1984-06-01,table 18100004.hyper/table 18100004,61.4,61.4
1983-07-01,(2002=100),Consumer Price Index,1984-07-01,table 18100004.hyper/table 18100004,61.9,61.9
1983-08-01,(2002=100),Consumer Price Index,1984-08-01,table 18100004.hyper/table 18100004,62,62
1983-09-01,(2002=100),Consumer Price Index,1984-09-01,table 18100004.hyper/table 18100004,62.1,62.1
1983-10-01,(2002=100),Consumer Price Index,1984-10-01,table 18100004.hyper/table 18100004,62.2,62.2
1983-11-01,(2002=100),Consumer Price Index,1984-11-01,table 18100004.hyper/table 18100004,62.7,62.7
1983-12-01,(2002=100),Consumer Price Index,1984-12-01,table 18100004.hyper/table 18100004,62.7,62.7
1984-01-01,(2002=100),Consumer Price Index,1985-01-01,table 18100004.hyper/table 18100004,63,63
1984-02-01,(2002=100),Consumer Price Index,1985-02-01,table 18100004.hyper/table 18100004,63.4,63.4
1984-03-01,(2002=100),Consumer Price Index,1985-03-01,table 18100004.hyper/table 18100004,63.8,63.8
1984-04-01,(2002=100),Consumer Price Index,1985-04-01,table 18100004.hyper/table 18100004,63.9,63.9
1984-05-01,(2002=100),Consumer Price Index,1985-05-01,table 18100004.hyper/table 18100004,64.3,64.3
1984-06-01,(2002=100),Consumer Price Index,1985-06-01,table 18100004.hyper/table 18100004,64.4,64.4
1984-07-01,(2002=100),Consumer Price Index,1985-07-01,table 18100004.hyper/table 18100004,64.7,64.7
1984-08-01,(2002=100),Consumer Price Index,1985-08-01,table 18100004.hyper/table 18100004,64.8,64.8
1984-09-01,(2002=100),Consumer Price Index,1985-09-01,table 18100004.hyper/table 18100004,64.8,64.8
1984-10-01,(2002=100),Consumer Price Index,1985-10-01,table 18100004.hyper/table 18100004,64.9,64.9
1984-11-01,(2002=100),Consumer Price Index,1985-11-01,table 18100004.hyper/table 18100004,64.9,64.9
1984-12-01,(2002=100),Consumer Price Index,1985-12-01,table 18100004.hyper/table 18100004,65.3,65.3
1985-01-01,(2002=100),Consumer Price Index,1986-01-01,table 18100004.hyper/table 18100004,65.5,65.5
1985-02-01,(2002=100),Consumer Price Index,1986-02-01,table 18100004.hyper/table 18100004,65.9,65.9
1985-03-01,(2002=100),Consumer Price Index,1986-03-01,table 18100004.hyper/table 18100004,65.9,65.9
1985-04-01,(2002=100),Consumer Price Index,1986-04-01,table 18100004.hyper/table 18100004,66,66
1985-05-01,(2002=100),Consumer Price Index,1986-05-01,table 18100004.hyper/table 18100004,66.5,66.5
1985-06-01,(2002=100),Consumer Price Index,1986-06-01,table 18100004.hyper/table 18100004,66.3,66.3
1985-07-01,(2002=100),Consumer Price Index,1986-07-01,table 18100004.hyper/table 18100004,66.7,66.7
1985-08-01,(2002=100),Consumer Price Index,1986-08-01,table 18100004.hyper/table 18100004,66.8,66.8
1985-09-01,(2002=100),Consumer Price Index,1986-09-01,table 18100004.hyper/table 18100004,66.7,66.7
1985-10-01,(2002=100),Consumer Price Index,1986-10-01,table 18100004.hyper/table 18100004,67.2,67.2
1985-11-01,(2002=100),Consumer Price Index,1986-11-01,table 18100004.hyper/table 18100004,67.5,67.5
1985-12-01,(2002=100),Consumer Price Index,1986-12-01,table 18100004.hyper/table 18100004,67.8,67.8
1986-01-01,(2002=100),Consumer Price Index,1987-01-01,table 18100004.hyper/table 18100004,68,68
1986-02-01,(2002=100),Consumer Price Index,1987-02-01,table 18100004.hyper/table 18100004,68.4,68.4
1986-03-01,(2002=100),Consumer Price Index,1987-03-01,table 18100004.hyper/table 18100004,68.5,68.5
1986-04-01,(2002=100),Consumer Price Index,1987-04-01,table 18100004.hyper/table 18100004,68.5,68.5
1986-05-01,(2002=100),Consumer Price Index,1987-05-01,table 18100004.hyper/table 18100004,68.6,68.6
1986-06-01,(2002=100),Consumer Price Index,1987-06-01,table 18100004.hyper/table 18100004,68.5,68.5
1986-07-01,(2002=100),Consumer Price Index,1987-07-01,table 18100004.hyper/table 18100004,69.1,69.1
1986-08-01,(2002=100),Consumer Price Index,1987-08-01,table 18100004.hyper/table 18100004,69.1,69.1
1986-09-01,(2002=100),Consumer Price Index,1987-09-01,table 18100004.hyper/table 18100004,69,69
1986-10-01,(2002=100),Consumer Price Index,1987-10-01,table 18100004.hyper/table 18100004,69.2,69.2
1986-11-01,(2002=100),Consumer Price Index,1987-11-01,table 18100004.hyper/table 18100004,70,70
1986-12-01,(2002=100),Consumer Price Index,1987-12-01,table 18100004.hyper/table 18100004,70.1,70.1
1987-01-01,(2002=100),Consumer Price Index,1988-01-01,table 18100004.hyper/table 18100004,70.1,70.1
1987-02-01,(2002=100),Consumer Price Index,1988-02-01,table 18100004.hyper/table 18100004,70.5,70.5
1987-03-01,(2002=100),Consumer Price Index,1988-03-01,table 18100004.hyper/table 18100004,70.8,70.8
1987-04-01,(2002=100),Consumer Price Index,1988-04-01,table 18100004.hyper/table 18100004,71,71
1987-05-01,(2002=100),Consumer Price Index,1988-05-01,table 18100004.hyper/table 18100004,70.9,70.9
1987-06-01,(2002=100),Consumer Price Index,1988-06-01,table 18100004.hyper/table 18100004,71.1,71.1
1987-07-01,(2002=100),Consumer Price Index,1988-07-01,table 18100004.hyper/table 18100004,71.8,71.8
1987-08-01,(2002=100),Consumer Price Index,1988-08-01,table 18100004.hyper/table 18100004,72.2,72.2
1987-09-01,(2002=100),Consumer Price Index,1988-09-01,table 18100004.hyper/table 18100004,71.7,71.7
1987-10-01,(2002=100),Consumer Price Index,1988-10-01,table 18100004.hyper/table 18100004,72.2,72.2
1987-11-01,(2002=100),Consumer Price Index,1988-11-01,table 18100004.hyper/table 18100004,72.7,72.7
1987-12-01,(2002=100),Consumer Price Index,1988-12-01,table 18100004.hyper/table 18100004,72.5,72.5
1988-01-01,(2002=100),Consumer Price Index,1989-01-01,table 18100004.hyper/table 18100004,72.9,72.9
1988-02-01,(2002=100),Consumer Price Index,1989-02-01,table 18100004.hyper/table 18100004,73.2,73.2
1988-03-01,(2002=100),Consumer Price Index,1989-03-01,table 18100004.hyper/table 18100004,73.3,73.3
1988-04-01,(2002=100),Consumer Price Index,1989-04-01,table 18100004.hyper/table 18100004,73.8,73.8
1988-05-01,(2002=100),Consumer Price Index,1989-05-01,table 18100004.hyper/table 18100004,74.8,74.8
1988-06-01,(2002=100),Consumer Price Index,1989-06-01,table 18100004.hyper/table 18100004,75.1,75.1
1988-07-01,(2002=100),Consumer Price Index,1989-07-01,table 18100004.hyper/table 18100004,75.7,75.7
1988-08-01,(2002=100),Consumer Price Index,1989-08-01,table 18100004.hyper/table 18100004,75.7,75.7
1988-09-01,(2002=100),Consumer Price Index,1989-09-01,table 18100004.hyper/table 18100004,75.6,75.6
1988-10-01,(2002=100),Consumer Price Index,1989-10-01,table 18100004.hyper/table 18100004,75.8,75.8
1988-11-01,(2002=100),Consumer Price Index,1989-11-01,table 18100004.hyper/table 18100004,76.2,76.2
1988-12-01,(2002=100),Consumer Price Index,1989-12-01,table 18100004.hyper/table 18100004,76.4,76.4
1989-01-01,(2002=100),Consumer Price Index,1990-01-01,table 18100004.hyper/table 18100004,76.6,76.6
1989-02-01,(2002=100),Consumer Price Index,1990-02-01,table 18100004.hyper/table 18100004,77.4,77.4
1989-03-01,(2002=100),Consumer Price Index,1990-03-01,table 18100004.hyper/table 18100004,77.8,77.8
1989-04-01,(2002=100),Consumer Price Index,1990-04-01,table 18100004.hyper/table 18100004,77.8,77.8
1989-05-01,(2002=100),Consumer Price Index,1990-05-01,table 18100004.hyper/table 18100004,78.2,78.2
1989-06-01,(2002=100),Consumer Price Index,1990-06-01,table 18100004.hyper/table 18100004,78.4,78.4
1989-07-01,(2002=100),Consumer Price Index,1990-07-01,table 18100004.hyper/table 18100004,78.9,78.9
1989-08-01,(2002=100),Consumer Price Index,1990-08-01,table 18100004.hyper/table 18100004,79,79
1989-09-01,(2002=100),Consumer Price Index,1990-09-01,table 18100004.hyper/table 18100004,79.2,79.2
1989-10-01,(2002=100),Consumer Price Index,1990-10-01,table 18100004.hyper/table 18100004,79.5,79.5
1989-11-01,(2002=100),Consumer Price Index,1990-11-01,table 18100004.hyper/table 18100004,80.3,80.3
1989-12-01,(2002=100),Consumer Price Index,1990-12-01,table 18100004.hyper/table 18100004,81,81
1990-01-01,(2002=100),Consumer Price Index,1991-01-01,table 18100004.hyper/table 18100004,83.1,83.1
1990-02-01,(2002=100),Consumer Price Index,1991-02-01,table 18100004.hyper/table 18100004,83.2,83.2
1990-03-01,(2002=100),Consumer Price Index,1991-03-01,table 18100004.hyper/table 18100004,83.5,83.5
1990-04-01,(2002=100),Consumer Price Index,1991-04-01,table 18100004.hyper/table 18100004,83.1,83.1
1990-05-01,(2002=100),Consumer Price Index,1991-05-01,table 18100004.hyper/table 18100004,83.2,83.2
1990-06-01,(2002=100),Consumer Price Index,1991-06-01,table 18100004.hyper/table 18100004,83.2,83.2
1990-07-01,(2002=100),Consumer Price Index,1991-07-01,table 18100004.hyper/table 18100004,83.2,83.2
1990-08-01,(2002=100),Consumer Price Index,1991-08-01,table 18100004.hyper/table 18100004,83.1,83.1
1990-09-01,(2002=100),Consumer Price Index,1991-09-01,table 18100004.hyper/table 18100004,83.3,83.3
1990-10-01,(2002=100),Consumer Price Index,1991-10-01,table 18100004.hyper/table 18100004,83.3,83.3
1990-11-01,(2002=100),Consumer Price Index,1991-11-01,table 18100004.hyper/table 18100004,83.8,83.8
1990-12-01,(2002=100),Consumer Price Index,1991-12-01,table 18100004.hyper/table 18100004,83.3,83.3
1991-01-01,(2002=100),Consumer Price Index,1992-01-01,table 18100004.hyper/table 18100004,83.3,83.3
1991-02-01,(2002=100),Consumer Price Index,1992-02-01,table 18100004.hyper/table 18100004,83.7,83.7
1991-03-01,(2002=100),Consumer Price Index,1992-03-01,table 18100004.hyper/table 18100004,84.2,84.2
1991-04-01,(2002=100),Consumer Price Index,1992-04-01,table 18100004.hyper/table 18100004,84.3,84.3
1991-05-01,(2002=100),Consumer Price Index,1992-05-01,table 18100004.hyper/table 18100004,84.1,84.1
1991-06-01,(2002=100),Consumer Price Index,1992-06-01,table 18100004.hyper/table 18100004,84.2,84.2
1991-07-01,(2002=100),Consumer Price Index,1992-07-01,table 18100004.hyper/table 18100004,84.2,84.2
1991-08-01,(2002=100),Consumer Price Index,1992-08-01,table 18100004.hyper/table 18100004,84.1,84.1
1991-09-01,(2002=100),Consumer Price Index,1992-09-01,table 18100004.hyper/table 18100004,83.9,83.9
1991-10-01,(2002=100),Consumer Price Index,1992-10-01,table 18100004.hyper/table 18100004,83.8,83.8
1991-11-01,(2002=100),Consumer Price Index,1992-11-01,table 18100004.hyper/table 18100004,84.4,84.4
1991-12-01,(2002=100),Consumer Price Index,1992-12-01,table 18100004.hyper/table 18100004,83.8,83.8
1992-01-01,(2002=100),Consumer Price Index,1993-01-01,table 18100004.hyper/table 18100004,83.8,83.8
1992-02-01,(2002=100),Consumer Price Index,1993-02-01,table 18100004.hyper/table 18100004,84.1,84.1
1992-03-01,(2002=100),Consumer Price Index,1993-03-01,table 18100004.hyper/table 18100004,84.2,84.2
1992-04-01,(2002=100),Consumer Price Index,1993-04-01,table 18100004.hyper/table 18100004,84.3,84.3
1992-05-01,(2002=100),Consumer Price Index,1993-05-01,table 18100004.hyper/table 18100004,84.5,84.5
1992-06-01,(2002=100),Consumer Price Index,1993-06-01,table 18100004.hyper/table 18100004,84.7,84.7
1992-07-01,(2002=100),Consumer Price Index,1993-07-01,table 18100004.hyper/table 18100004,84.8,84.8
1992-08-01,(2002=100),Consumer Price Index,1993-08-01,table 18100004.hyper/table 18100004,84.8,84.8
1992-09-01,(2002=100),Consumer Price Index,1993-09-01,table 18100004.hyper/table 18100004,84.8,84.8
1992-10-01,(2002=100),Consumer Price Index,1993-10-01,table 18100004.hyper/table 18100004,85.6,85.6
1992-11-01,(2002=100),Consumer Price Index,1993-11-01,table 18100004.hyper/table 18100004,86.1,86.1
1992-12-01,(2002=100),Consumer Price Index,1993-12-01,table 18100004.hyper/table 18100004,86,86
1993-01-01,(2002=100),Consumer Price Index,1994-01-01,table 18100004.hyper/table 18100004,86.1,86.1
1993-02-01,(2002=100),Consumer Price Index,1994-02-01,table 18100004.hyper/table 18100004,85.8,85.8
1993-03-01,(2002=100),Consumer Price Index,1994-03-01,table 18100004.hyper/table 18100004,85.8,85.8
1993-04-01,(2002=100),Consumer Price Index,1994-04-01,table 18100004.hyper/table 18100004,85.3,85.3
1993-05-01,(2002=100),Consumer Price Index,1994-05-01,table 18100004.hyper/table 18100004,85.3,85.3
1993-06-01,(2002=100),Consumer Price Index,1994-06-01,table 18100004.hyper/table 18100004,85.3,85.3
1993-07-01,(2002=100),Consumer Price Index,1994-07-01,table 18100004.hyper/table 18100004,85.8,85.8
1993-08-01,(2002=100),Consumer Price Index,1994-08-01,table 18100004.hyper/table 18100004,86,86
1993-09-01,(2002=100),Consumer Price Index,1994-09-01,table 18100004.hyper/table 18100004,85.8,85.8
1993-10-01,(2002=100),Consumer Price Index,1994-10-01,table 18100004.hyper/table 18100004,85.8,85.8
1993-11-01,(2002=100),Consumer Price Index,1994-11-01,table 18100004.hyper/table 18100004,86.1,86.1
1993-12-01,(2002=100),Consumer Price Index,1994-12-01,table 18100004.hyper/table 18100004,85.8,85.8
1994-01-01,(2002=100),Consumer Price Index,1995-01-01,table 18100004.hyper/table 18100004,86,86
1994-02-01,(2002=100),Consumer Price Index,1995-02-01,table 18100004.hyper/table 18100004,86.4,86.4
1994-03-01,(2002=100),Consumer Price Index,1995-03-01,table 18100004.hyper/table 18100004,86.7,86.7
1994-04-01,(2002=100),Consumer Price Index,1995-04-01,table 18100004.hyper/table 18100004,86.8,86.8
1994-05-01,(2002=100),Consumer Price Index,1995-05-01,table 18100004.hyper/table 18100004,87.3,87.3
1994-06-01,(2002=100),Consumer Price Index,1995-06-01,table 18100004.hyper/table 18100004,87,87
1999-12-01,(2002=100),Consumer Price Index,2000-12-01,table 18100004.hyper/table 18100004,96.4,96.4
2000-01-01,(2002=100),Consumer Price Index,2001-01-01,table 18100004.hyper/table 18100004,96,96
2000-02-01,(2002=100),Consumer Price Index,2001-02-01,table 18100004.hyper/table 18100004,96.2,96.2
2000-03-01,(2002=100),Consumer Price Index,2001-03-01,table 18100004.hyper/table 18100004,96.4,96.4
2000-04-01,(2002=100),Consumer Price Index,2001-04-01,table 18100004.hyper/table 18100004,97.1,97.1
2000-05-01,(2002=100),Consumer Price Index,2001-05-01,table 18100004.hyper/table 18100004,97.5,97.5
2000-06-01,(2002=100),Consumer Price Index,2001-06-01,table 18100004.hyper/table 18100004,97.6,97.6
2000-07-01,(2002=100),Consumer Price Index,2001-07-01,table 18100004.hyper/table 18100004,97.3,97.3
2000-08-01,(2002=100),Consumer Price Index,2001-08-01,table 18100004.hyper/table 18100004,97.2,97.2
2000-09-01,(2002=100),Consumer Price Index,2001-09-01,table 18100004.hyper/table 18100004,97.7,97.7
2000-10-01,(2002=100),Consumer Price Index,2001-10-01,table 18100004.hyper/table 18100004,97.2,97.2
2000-11-01,(2002=100),Consumer Price Index,2001-11-01,table 18100004.hyper/table 18100004,97,97
2000-12-01,(2002=100),Consumer Price Index,2001-12-01,table 18100004.hyper/table 18100004,96.8,96.8
2001-01-01,(2002=100),Consumer Price Index,2002-01-01,table 18100004.hyper/table 18100004,96.9,96.9
2001-02-01,(2002=100),Consumer Price Index,2002-02-01,table 18100004.hyper/table 18100004,97.4,97.4
2001-03-01,(2002=100),Consumer Price Index,2002-03-01,table 18100004.hyper/table 18100004,97.9,97.9
2001-04-01,(2002=100),Consumer Price Index,2002-04-01,table 18100004.hyper/table 18100004,99.3,99.3
2001-05-01,(2002=100),Consumer Price Index,2002-05-01,table 18100004.hyper/table 18100004,100.3,100.3
2001-06-01,(2002=100),Consumer Price Index,2002-06-01,table 18100004.hyper/table 18100004,100.3,100.3
2001-07-01,(2002=100),Consumer Price Index,2002-07-01,table 18100004.hyper/table 18100004,100.9,100.9
2001-08-01,(2002=100),Consumer Price Index,2002-08-01,table 18100004.hyper/table 18100004,100.8,100.8
2001-09-01,(2002=100),Consumer Price Index,2002-09-01,table 18100004.hyper/table 18100004,101.1,101.1
2001-10-01,(2002=100),Consumer Price Index,2002-10-01,table 18100004.hyper/table 18100004,101.7,101.7
2001-11-01,(2002=100),Consumer Price Index,2002-11-01,table 18100004.hyper/table 18100004,102.1,102.1
2001-12-01,(2002=100),Consumer Price Index,2002-12-01,table 18100004.hyper/table 18100004,101.4,101.4
2002-01-01,(2002=100),Consumer Price Index,2003-01-01,table 18100004.hyper/table 18100004,102.5,102.5
2002-02-01,(2002=100),Consumer Price Index,2003-02-01,table 18100004.hyper/table 18100004,103.3,103.3
2002-03-01,(2002=100),Consumer Price Index,2003-03-01,table 18100004.hyper/table 18100004,104,104
2002-04-01,(2002=100),Consumer Price Index,2003-04-01,table 18100004.hyper/table 18100004,103.2,103.2
2002-05-01,(2002=100),Consumer Price Index,2003-05-01,table 18100004.hyper/table 18100004,103,103
2002-06-01,(2002=100),Consumer Price Index,2003-06-01,table 18100004.hyper/table 18100004,103,103
2002-07-01,(2002=100),Consumer Price Index,2003-07-01,table 18100004.hyper/table 18100004,103.3,103.3
2002-08-01,(2002=100),Consumer Price Index,2003-08-01,table 18100004.hyper/table 18100004,103.4,103.4
2002-09-01,(2002=100),Consumer Price Index,2003-09-01,table 18100004.hyper/table 18100004,103.4,103.4
2002-10-01,(2002=100),Consumer Price Index,2003-10-01,table 18100004.hyper/table 18100004,103.1,103.1
2002-11-01,(2002=100),Consumer Price Index,2003-11-01,table 18100004.hyper/table 18100004,103.3,103.3
2002-12-01,(2002=100),Consumer Price Index,2003-12-01,table 18100004.hyper/table 18100004,103.1,103.1
2003-01-01,(2002=100),Consumer Price Index,2004-01-01,table 18100004.hyper/table 18100004,103.1,103.1
2003-02-01,(2002=100),Consumer Price Index,2004-02-01,table 18100004.hyper/table 18100004,103.5,103.5
2003-03-01,(2002=100),Consumer Price Index,2004-03-01,table 18100004.hyper/table 18100004,104.2,104.2
2003-04-01,(2002=100),Consumer Price Index,2004-04-01,table 18100004.hyper/table 18100004,104.2,104.2
2003-05-01,(2002=100),Consumer Price Index,2004-05-01,table 18100004.hyper/table 18100004,105,105
2003-06-01,(2002=100),Consumer Price Index,2004-06-01,table 18100004.hyper/table 18100004,105.3,105.3
2003-07-01,(2002=100),Consumer Price Index,2004-07-01,table 18100004.hyper/table 18100004,105.5,105.5
2003-08-01,(2002=100),Consumer Price Index,2004-08-01,table 18100004.hyper/table 18100004,105.5,105.5
2003-09-01,(2002=100),Consumer Price Index,2004-09-01,table 18100004.hyper/table 18100004,105.6,105.6
